date,position,song,artist,track_id,popularity,duration_ms,is_explicit,album_id,release_date,genres,main_genre
2023-05-18,33,Extssy Model,Junior H,24teIhDYO2RocTA2v5dY0r,83,240654,0,3ind4Ir3JMazCITxWQajDb,2022-02-11,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-18,34,Dijeron Que No La Iba Lograr,Chino Pacas & Fuerza Regida,1eCpKyqGCQ3lignyphxlmN,88,113019,0,0IeCqguWKSslODbwnrelhq,2023-03-14,"corrido, corridos tumbados, corridos bélicos, música mexicana",corrido
2023-05-18,35,El Hijo Mayor,Junior H,1RGlfmdvcfatN0ZLOmzanS,85,196500,1,5uNnU1f0N66Xkll4wRnjXL,2022-05-20,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-18,36,El Gavilán,"Luis R Conriquez, Tony Aguirre, Peso Pluma",4ygQ5wSuzzNRevVjup1qV2,87,175295,0,5yRjJl7zzslQpbCX76s6Vi,2022-10-21,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sierreño, sad sierreño, música mexicana",corrido
2023-05-18,37,La Bachata,Manuel Turizo,3tt9i3Hhzq84dPS8H7iSiJ,86,162637,0,7ubO2LZJZFpyhiWMZkRwcH,2023-03-17,"reggaeton, pop urbano, latin, colombian pop",reggaeton
2023-05-18,38,Siempre Pendientes,Peso Pluma & Luis R Conriquez,3gfSH9aYZbyGjdmbeoWliw,88,186828,1,3ri7jQpYUr63gKKyoihGCN,2022-08-15,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-18,39,Ojitos Lindos,Bad Bunny,3k3NWokhRRkEPhCzPmV8TW,91,258298,0,3RQQmkQEvNCY4prGKE6oc5,2022-05-06,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-05-18,40,Coco Chanel,Eladio Carrion,0PB0O24JqAuNdOAFVJljMS,92,208125,1,6BGN5CVd7koJApotl5Bj8u,2023-03-17,"trap latino, urbano latino, trap",trap latino
2023-05-18,41,Qué Agonía,"Yuridia, Ángela Aguilar",4H6o1bxKRGzmsE0vzo968m,80,152923,0,4l8OrF24fhXsCFF6wvP5fE,2022-10-20,latin pop,latin pop
2023-05-18,42,MIENTRAS ME CURO DEL CORA,KAROL G,6otePxalBK8AVa20xhZYVQ,90,164386,0,4kS7bSuU0Jm9LYMosFU2x5,2023-02-24,"reggaeton, latin, urbano latino",reggaeton
2023-05-18,43,Hey Mor,Ozuna,1zsPaEkglFvxjAhrM8yhpr,91,196600,0,1kjfMVBNhsDeRyAu9zbLfF,2022-10-07,"reggaeton, trap latino, latin, urbano latino",reggaeton
2023-05-18,44,Di Que Sí,"Grupo Marca Registrada, Grupo Frontera",3J6d00TsKXTJV9zSJwEOd9,57,190553,0,5I5DtMQDh1PnflVUtTLMN7,2023-05-12,"corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, música mexicana, banda, sad sierreño, dembow belico, sierreño",corrido
2023-05-18,45,77,Peso Pluma & Eladio Carrion,6jUgruwAzfIA3HUQIO3wCR,79,215745,1,4jox3ip1I39DFC2B7R5qLH,2023-05-05,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-18,46,No Se Va - En Vivo,Grupo Frontera,76kelNDs1ojicx1s6Urvck,88,194019,0,5i9lMMUZ1QZNsLEE3j50kT,2022-04-28,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-05-18,47,Me Porto Bonito,Bad Bunny,6Sq7ltF9Qa7SNFBsV5Cogx,92,178567,1,3RQQmkQEvNCY4prGKE6oc5,2022-05-06,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-05-18,48,El Merengue,Marshmello & Manuel Turizo,51FvjPEGKq2zByeeEQ43V9,91,189668,0,6sU751LOdNBPvVErW1GunP,2023-03-03,edm,edm
2023-05-18,49,La Jumpa,"Arcángel, Bad Bunny",2mnXxnrX5vCGolNkaFvVeM,87,255693,1,2AvuFDqTlnxvYhyVaLU6NY,2022-12-01,"reggaeton, trap latino, urbano latino",reggaeton
2023-05-18,50,Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0,91,200600,0,5DvJgsMLbaR1HmAI6VhfcQ,2023-03-10,unknown,unknown
2023-05-19,1,Ella Baila Sola,Eslabon Armado,3dnP0JxCgygwQH9Gm7q7nb,89,165671,0,3Mm1P5CEEAiuJqBclr2EyU,2023-04-28,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",corridos tumbados
2023-05-19,2,un x100to,Grupo Frontera & Bad Bunny,6pD0ufEQq0xdHSsRbg9LBK,100,194563,0,7aGzSSUD8S6IhPCsZSiuMT,2023-04-17,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-05-19,3,El Azul,Junior H & Peso Pluma,1haJsMtoBhHfvuM7XWuT3W,95,187225,0,2szyIt0ulaHnKxxyrlUCDB,2023-02-10,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-19,4,La Bebe - Remix,Yng Lvcas & Peso Pluma,2UW7JaomAMuX9pZrjVpHAU,99,234352,1,6aBVGuOUEuX18rHxyDWbti,2023-03-17,"reggaeton mexa, reggaeton, electro corridos, dembow belico",reggaeton mexa
2023-05-19,5,PRC,Peso Pluma & Natanael Cano,2mpoNBkngUEwnaKoBhZ0vl,96,184066,1,2OXBosbXT7Qs3J6vBd6IkI,2023-01-23,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,6,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,0FxtC8uFapbpDBliAU3sd6,95,174942,1,507VZINfvVEAyrcPbJuOVU,2022-11-24,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda",corridos tumbados
2023-05-19,7,Acróstico - Milan + Sasha,Shakira,7txjUEY6McJDJKqIo1Rxjp,83,170785,0,4ZQmQzeicvUGkLxFTI2Dvd,2023-05-11,latin pop,latin pop
2023-05-19,8,Por las Noches,Peso Pluma,6YWME4xCa5Lm6X1exVMQIC,93,239845,0,2Pksd4k88XH1QENsu2vqeZ,2021-06-11,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,9,Fin de Semana,Oscar Maydon & Junior H,6TBzRwnX2oYd8aOrOuyK1p,91,224920,0,366AAoKCXunrJSqKqZuafy,2023-01-13,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño",corrido
2023-05-19,10,Abcdario,"Eden Muñoz, Junior H",0qCPD6ilr9nXkI4KVZgcns,78,220650,0,7BgImTrFzm2nQQW59IeFGD,2023-05-13,"banda, corrido, norteño, corridos bélicos, corridos tumbados",banda
2023-05-19,11,El Gordo Trae El Mando,Chino Pacas,6SvAvDIzS5ZWBagkc7XOgp,92,112087,1,0IeCqguWKSslODbwnrelhq,2023-01-27,"corrido, corridos tumbados, corridos bélicos, música mexicana",corrido
2023-05-19,12,Chanel,Becky G & Peso Pluma,5RcxRGvmYai7kpFSfxe5GY,91,201993,0,4cd4QB02mwPtiTOJBzQmWo,2023-03-30,"reggaeton, latin",reggaeton
2023-05-19,13,Frágil,"Yahritza Y Su Esencia, Grupo Frontera",4JdSXF2p71cr8uCY3UiJM0,89,160517,0,6iZUwDpa27jeAvKxs8UYI2,2023-04-07,"sad sierreño, música mexicana, banda, corridos tumbados, corrido",sad sierreño
2023-05-19,14,Ch y la Pizza,Fuerza Regida,0UbesRsX2TtiCeamOIVEkp,86,136913,1,7idxAlo8GuUKWV7RhOlptp,2022-12-30,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño",corrido
2023-05-19,15,TQG,KAROL G,0DWdj2oZMBFSzRsi2Cvfzf,96,197933,1,4kS7bSuU0Jm9LYMosFU2x5,2023-02-24,"reggaeton, latin, urbano latino",reggaeton
2023-05-19,16,Que Vuelvas,Carin Leon & Grupo Frontera,5HR7yfhSCeoOHRQN05XnZQ,91,169418,0,5i9lMMUZ1QZNsLEE3j50kT,2022-12-09,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-05-19,17,Shorty Party,Cartel De Santa,55ZATsjPlTeSTNJOuW90pW,90,265000,1,4eoF8b15EaosNzpn2N3Rt9,2023-03-04,"mexican hip hop, latin hip hop",mexican hip hop
2023-05-19,18,Las Morras,Peso Pluma & Blessd,0lc2neV7ZzjZExwCIVG2B3,89,155550,1,4jox3ip1I39DFC2B7R5qLH,2023-04-04,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,19,Pacas De Billetes,Natanael Cano,1EZk1gal98tb4lNI862KzO,83,188074,1,507VZINfvVEAyrcPbJuOVU,2023-05-01,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda",corridos tumbados
2023-05-19,20,Bebe Dame,Fuerza Regida,0IKeDy5bT9G0bA7ZixRT4A,85,271861,0,7JH7pr10sJV9caUhk3ORyK,2022-12-28,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño",corrido
2023-05-19,21,Classy 101,Feid & Young Miko,1hZsWUnLbqRw09jLAMQSsb,95,195986,1,0lgs2Sa82lyX89nBUWyUy6,2023-03-31,"reggaeton, urbano latino",reggaeton
2023-05-19,22,ROSA PASTEL,"Peso Pluma, Jasiel Nuñez",4yjeRuoVickg1G87LWeRes,86,204253,1,4jox3ip1I39DFC2B7R5qLH,2023-04-20,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,23,El Tsurito,Junior H & Peso Pluma & Gabito Ballesteros,1piak4R3yW4otWWyaSqyCH,87,194518,1,2Vsd77mgdyNDlYG1XYmBuA,2023-04-07,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-19,24,En Paris,El Chachito & Junior H,1Fuc3pBiPFxAeSJoO8tDh5,88,162795,0,02t065wNWRCc7Yz9jG0ahR,2022-12-24,"corrido, corridos bélicos, corridos tumbados",corrido
2023-05-19,25,Igualito a Mi Apá,"Fuerza Regida, Peso Pluma",17js0w8GTkTUFGFM6PYvBd,88,166821,1,7idxAlo8GuUKWV7RhOlptp,2022-12-30,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño",corrido
2023-05-19,26,Así Lo Quiso Dios,"Eslabon Armado, Luis R Conriquez",6X5WZbJzXtk6aO03HlxuZ9,82,205299,0,5aDEezKnOqyQo0qvTFhpkM,2023-04-28,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",corridos tumbados
2023-05-19,27,Yandel 150,Yandel,2oiixB9QMIzhWaHGVlQx4g,90,216148,1,0T4sp7vn9arhvBUAda3foX,2023-01-13,"reggaeton, urbano latino, latin",reggaeton
2023-05-19,28,BESO,"ROSALÍA, Rauw Alejandro",609E1JCInJncactoMmkDon,96,194543,0,50uChhk7AKkzDKytDixjYW,2023-03-24,latin,latin
2023-05-19,29,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,4nrPB8O7Y7wsOCJdgXkthe,95,214945,0,1gi2iwr1l8IUyHYHxi01pg,2023-01-11,"argentine trap, trap latino, urbano latino",argentine trap
2023-05-19,30,EL HECHIZO,Ovy On The Drums & Peso Pluma,1mF6RkY7x1KsDBZS6cV5f1,85,167988,1,7cWrHFNgZmtltUv0ZW0BNE,2023-03-09,reggaeton,reggaeton
2023-05-19,31,Malas Decisiones,Kenia OS,6Xj014IHwbLVjiVT6H89on,87,139146,0,2jN4nUsaEyeT4oefP5XhF6,2022-10-26,reggaeton mexa,reggaeton mexa
2023-05-19,32,El Hijo Mayor,Junior H,1RGlfmdvcfatN0ZLOmzanS,85,196500,1,5uNnU1f0N66Xkll4wRnjXL,2022-05-20,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-19,33,Los Collares,Oscar Maydon & El Padrinito Toys,46FdwGMcgz6gik4RCpWBAW,85,148793,0,1JKGaS4Mr4ZjFRlbDbAFzf,2022-09-30,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño",corrido
2023-05-19,34,Extssy Model,Junior H,24teIhDYO2RocTA2v5dY0r,83,240654,0,3ind4Ir3JMazCITxWQajDb,2022-02-11,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-19,35,Dijeron Que No La Iba Lograr,Chino Pacas & Fuerza Regida,1eCpKyqGCQ3lignyphxlmN,88,113019,0,0IeCqguWKSslODbwnrelhq,2023-03-14,"corrido, corridos tumbados, corridos bélicos, música mexicana",corrido
2023-05-19,36,La Bachata,Manuel Turizo,3tt9i3Hhzq84dPS8H7iSiJ,86,162637,0,7ubO2LZJZFpyhiWMZkRwcH,2023-03-17,"reggaeton, pop urbano, latin, colombian pop",reggaeton
2023-05-19,37,El Gavilán,"Luis R Conriquez, Tony Aguirre, Peso Pluma",4ygQ5wSuzzNRevVjup1qV2,87,175295,0,5yRjJl7zzslQpbCX76s6Vi,2022-10-21,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sierreño, sad sierreño, música mexicana",corrido
2023-05-19,38,Ojitos Lindos,Bad Bunny,3k3NWokhRRkEPhCzPmV8TW,91,258298,0,3RQQmkQEvNCY4prGKE6oc5,2022-05-06,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-05-19,39,Siempre Pendientes,Peso Pluma & Luis R Conriquez,3gfSH9aYZbyGjdmbeoWliw,88,186828,1,3ri7jQpYUr63gKKyoihGCN,2022-08-15,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,40,Coco Chanel,Eladio Carrion,0PB0O24JqAuNdOAFVJljMS,92,208125,1,6BGN5CVd7koJApotl5Bj8u,2023-03-17,"trap latino, urbano latino, trap",trap latino
2023-05-19,41,MIENTRAS ME CURO DEL CORA,KAROL G,6otePxalBK8AVa20xhZYVQ,90,164386,0,4kS7bSuU0Jm9LYMosFU2x5,2023-02-24,"reggaeton, latin, urbano latino",reggaeton
2023-05-19,42,Qué Agonía,"Yuridia, Ángela Aguilar",4H6o1bxKRGzmsE0vzo968m,80,152923,0,4l8OrF24fhXsCFF6wvP5fE,2022-10-20,latin pop,latin pop
2023-05-19,43,Hey Mor,Ozuna,1zsPaEkglFvxjAhrM8yhpr,91,196600,0,1kjfMVBNhsDeRyAu9zbLfF,2022-10-07,"reggaeton, trap latino, latin, urbano latino",reggaeton
2023-05-19,44,Di Que Sí,"Grupo Marca Registrada, Grupo Frontera",3J6d00TsKXTJV9zSJwEOd9,59,190553,0,5I5DtMQDh1PnflVUtTLMN7,2023-05-12,"corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, música mexicana, banda, sad sierreño, dembow belico, sierreño",corrido
2023-05-19,45,El Merengue,Marshmello & Manuel Turizo,51FvjPEGKq2zByeeEQ43V9,91,189668,0,6sU751LOdNBPvVErW1GunP,2023-03-03,edm,edm
2023-05-19,46,77,Peso Pluma & Eladio Carrion,6jUgruwAzfIA3HUQIO3wCR,80,215745,1,4jox3ip1I39DFC2B7R5qLH,2023-05-05,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-19,47,No Se Va - En Vivo,Grupo Frontera,76kelNDs1ojicx1s6Urvck,88,194019,0,5i9lMMUZ1QZNsLEE3j50kT,2022-04-28,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-05-19,48,Me Porto Bonito,Bad Bunny,6Sq7ltF9Qa7SNFBsV5Cogx,92,178567,1,3RQQmkQEvNCY4prGKE6oc5,2022-05-06,"reggaeton, trap latino, urbano latino, latin",reggaeton
2023-05-19,49,Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0,91,200600,0,5DvJgsMLbaR1HmAI6VhfcQ,2023-03-10,unknown,unknown
2023-05-19,50,La Jumpa,"Arcángel, Bad Bunny",2mnXxnrX5vCGolNkaFvVeM,87,255693,1,2AvuFDqTlnxvYhyVaLU6NY,2022-12-01,"reggaeton, trap latino, urbano latino",reggaeton
2023-05-20,1,Ella Baila Sola,Eslabon Armado,3dnP0JxCgygwQH9Gm7q7nb,90,165671,0,3Mm1P5CEEAiuJqBclr2EyU,2023-04-28,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",corridos tumbados
2023-05-20,2,un x100to,Grupo Frontera & Bad Bunny,6pD0ufEQq0xdHSsRbg9LBK,100,194563,0,7aGzSSUD8S6IhPCsZSiuMT,2023-04-17,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, corridos bélicos, ranchera",cumbia norteña
2023-05-20,3,El Azul,Junior H & Peso Pluma,1haJsMtoBhHfvuM7XWuT3W,95,187225,0,2szyIt0ulaHnKxxyrlUCDB,2023-02-10,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",corridos tumbados
2023-05-20,4,La Bebe - Remix,Yng Lvcas & Peso Pluma,2UW7JaomAMuX9pZrjVpHAU,99,234352,1,6aBVGuOUEuX18rHxyDWbti,2023-03-17,"reggaeton mexa, reggaeton, electro corridos, dembow belico",reggaeton mexa
2023-05-20,5,PRC,Peso Pluma & Natanael Cano,2mpoNBkngUEwnaKoBhZ0vl,96,184066,1,2OXBosbXT7Qs3J6vBd6IkI,2023-01-23,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-20,6,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,0FxtC8uFapbpDBliAU3sd6,95,174942,1,507VZINfvVEAyrcPbJuOVU,2022-11-24,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda",corridos tumbados
2023-05-20,7,Fin de Semana,Oscar Maydon & Junior H,6TBzRwnX2oYd8aOrOuyK1p,91,224920,0,366AAoKCXunrJSqKqZuafy,2023-01-13,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño",corrido
2023-05-20,8,Acróstico - Milan + Sasha,Shakira,7txjUEY6McJDJKqIo1Rxjp,85,170785,0,4ZQmQzeicvUGkLxFTI2Dvd,2023-05-11,latin pop,latin pop
2023-05-20,9,Abcdario,"Eden Muñoz, Junior H",0qCPD6ilr9nXkI4KVZgcns,79,220650,0,7BgImTrFzm2nQQW59IeFGD,2023-05-13,"banda, corrido, norteño, corridos bélicos, corridos tumbados",banda
2023-05-20,10,Por las Noches,Peso Pluma,6YWME4xCa5Lm6X1exVMQIC,93,239845,0,2Pksd4k88XH1QENsu2vqeZ,2021-06-11,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",corrido
2023-05-20,11,El Gordo Trae El Mando,Chino Pacas,6SvAvDIzS5ZWBagkc7XOgp,92,112087,1,0IeCqguWKSslODbwnrelhq,2023-01-27,"corrido, corridos tumbados, corridos bélicos, música mexicana",corrido
